Id,Date,Hour,StepTotal,Calories
1503960366,2016-04-26,1,178,66
1503960366,2016-04-26,2,0,51
1503960366,2016-04-26,3,145,64
1503960366,2016-04-26,4,0,48
1503960366,2016-04-26,5,7,49
1503960366,2016-04-26,6,0,48
1503960366,2016-04-26,7,28,52
1503960366,2016-04-26,8,173,67
1503960366,2016-04-26,9,1826,139
1503960366,2016-04-26,10,666,92
1503960366,2016-04-26,11,266,78
1503960366,2016-04-26,12,415,74
1503960366,2016-04-26,13,1571,126
1503960366,2016-04-26,14,1998,142
1503960366,2016-04-26,15,323,74
1503960366,2016-04-26,16,697,93
1503960366,2016-04-26,17,143,60
1503960366,2016-04-26,18,2513,169
1503960366,2016-04-26,19,148,73
1503960366,2016-04-26,20,1649,127
1503960366,2016-04-26,21,450,79
1503960366,2016-04-26,22,148,66
1503960366,2016-04-26,23,310,80
1503960366,2016-04-27,0,277,68
1503960366,2016-04-27,1,60,59
1503960366,2016-04-27,2,17,53
1503960366,2016-04-27,3,0,47
1503960366,2016-04-27,4,0,47
1503960366,2016-04-27,5,0,47
1503960366,2016-04-27,6,0,47
1503960366,2016-04-27,7,0,47
1503960366,2016-04-27,8,0,47
1503960366,2016-04-27,9,1916,149
1503960366,2016-04-27,10,502,93
1503960366,2016-04-27,11,797,100
1503960366,2016-04-27,12,701,89
1503960366,2016-04-27,13,319,76
1503960366,2016-04-27,14,1932,150
1503960366,2016-04-27,15,59,63
1503960366,2016-04-27,16,98,64
1503960366,2016-04-27,17,261,73
1503960366,2016-04-27,18,2714,178
1503960366,2016-04-27,19,5786,318
1503960366,2016-04-27,20,2420,174
1503960366,2016-04-27,21,266,76
1503960366,2016-04-27,22,0,47
1503960366,2016-04-27,23,0,47
1503960366,2016-04-28,0,0,47
1503960366,2016-04-28,1,127,62
1503960366,2016-04-28,2,0,48
1503960366,2016-04-28,3,0,47
1503960366,2016-04-28,4,0,48
1503960366,2016-04-28,5,0,47
1503960366,2016-04-28,6,0,48
1503960366,2016-04-28,7,14,49
1503960366,2016-04-28,8,128,63
1503960366,2016-04-28,9,1192,116
1503960366,2016-04-28,10,987,105
1503960366,2016-04-28,11,288,73
1503960366,2016-04-28,12,317,78
1503960366,2016-04-28,13,1144,108
1503960366,2016-04-28,14,1512,124
1503960366,2016-04-28,15,115,61
1503960366,2016-04-28,16,554,81
1503960366,2016-04-28,17,235,72
1503960366,2016-04-28,18,1829,138
1503960366,2016-04-28,19,13,56
1503960366,2016-04-28,20,2122,151
1503960366,2016-04-28,21,986,103
1503960366,2016-04-28,22,16,55
1503960366,2016-04-28,23,1512,121
1503960366,2016-04-29,0,202,65
1503960366,2016-04-29,1,0,49
1503960366,2016-04-29,2,71,54
1503960366,2016-04-29,3,0,47
1503960366,2016-04-29,4,0,47
1503960366,2016-04-29,5,0,48
1503960366,2016-04-29,6,0,47
1503960366,2016-04-29,7,27,52
1503960366,2016-04-29,8,201,67
1503960366,2016-04-29,9,1820,142
1503960366,2016-04-29,10,44,60
1503960366,2016-04-29,11,104,60
1503960366,2016-04-29,12,214,65
1503960366,2016-04-29,13,41,62
1503960366,2016-04-29,14,1711,136
1503960366,2016-04-29,15,1076,110
1503960366,2016-04-29,16,285,73
1503960366,2016-04-29,17,380,75
1503960366,2016-04-29,18,118,60
1503960366,2016-04-29,19,267,71
1503960366,2016-04-29,20,386,80
1503960366,2016-04-29,21,1366,118
1503960366,2016-04-29,22,1111,111
1503960366,2016-04-29,23,1757,140
1503960366,2016-04-30,0,19,51
1503960366,2016-04-30,1,65,57
1503960366,2016-04-30,2,0,47
1503960366,2016-04-30,3,6,49
1503960366,2016-04-30,4,0,47
1503960366,2016-04-30,5,0,48
1503960366,2016-04-30,6,0,48
1503960366,2016-04-30,7,0,48
1503960366,2016-04-30,8,60,52
1503960366,2016-04-30,9,148,64
1503960366,2016-04-30,10,239,72
1503960366,2016-04-30,11,127,62
1503960366,2016-04-30,12,92,58
1503960366,2016-04-30,13,141,65
1503960366,2016-04-30,14,520,85
1503960366,2016-04-30,15,993,94
1503960366,2016-04-30,16,3388,203
1503960366,2016-04-30,17,2176,160
1503960366,2016-04-30,18,2319,159
1503960366,2016-04-30,19,92,60
1503960366,2016-04-30,20,117,62
1503960366,2016-04-30,21,840,96
1503960366,2016-04-30,22,2139,144
1503960366,2016-04-30,23,1192,116
1503960366,2016-05-01,0,247,64
1503960366,2016-05-01,1,59,60
1503960366,2016-05-01,2,36,50
1503960366,2016-05-01,3,4,48
1503960366,2016-05-01,4,0,47
1503960366,2016-05-01,5,0,48
1503960366,2016-05-01,6,0,47
1503960366,2016-05-01,7,41,52
1503960366,2016-05-01,8,94,56
1503960366,2016-05-01,9,198,67
1503960366,2016-05-01,10,146,61
1503960366,2016-05-01,11,103,65
1503960366,2016-05-01,12,130,66
1503960366,2016-05-01,13,85,57
1503960366,2016-05-01,14,540,91
1503960366,2016-05-01,15,294,81
1503960366,2016-05-01,16,823,97
1503960366,2016-05-01,17,1053,108
1503960366,2016-05-01,18,2007,159
1503960366,2016-05-01,19,177,71
1503960366,2016-05-01,20,93,59
1503960366,2016-05-01,21,363,86
1503960366,2016-05-01,22,1552,127
1503960366,2016-05-01,23,2557,161
1503960366,2016-05-02,0,0,50
1503960366,2016-05-02,1,119,59
1503960366,2016-05-02,2,0,47
1503960366,2016-05-02,3,21,49
1503960366,2016-05-02,4,0,47
1503960366,2016-05-02,5,0,47
1503960366,2016-05-02,6,0,47
1503960366,2016-05-02,7,28,51
1503960366,2016-05-02,8,245,68
1503960366,2016-05-02,9,1690,142
1503960366,2016-05-02,10,369,82
1503960366,2016-05-02,11,384,78
1503960366,2016-05-02,12,2116,153
1503960366,2016-05-02,13,1064,107
1503960366,2016-05-02,14,355,75
1503960366,2016-05-02,15,418,76
1503960366,2016-05-02,16,420,88
1503960366,2016-05-02,17,340,73
1503960366,2016-05-02,18,227,68
1503960366,2016-05-02,19,235,73
1503960366,2016-05-02,20,3903,231
1503960366,2016-05-02,21,1427,119
1503960366,2016-05-02,22,945,106
1503960366,2016-05-02,23,404,80
1503960366,2016-05-03,0,55,54
1503960366,2016-05-03,1,79,58
1503960366,2016-05-03,2,20,49
1503960366,2016-05-03,3,110,57
1503960366,2016-05-03,4,0,47
1503960366,2016-05-03,5,0,47
1503960366,2016-05-03,6,16,50
1503960366,2016-05-03,7,23,51
1503960366,2016-05-03,8,158,64
1503960366,2016-05-03,9,1391,114
1503960366,2016-05-03,10,955,99
1503960366,2016-05-03,11,297,74
1503960366,2016-05-03,12,396,81
1503960366,2016-05-03,13,309,83
1503960366,2016-05-03,14,384,88
1503960366,2016-05-03,15,1719,136
1503960366,2016-05-03,16,870,103
1503960366,2016-05-03,17,690,89
1503960366,2016-05-03,18,3119,191
1503960366,2016-05-03,19,140,58
1503960366,2016-05-03,20,6,50
1503960366,2016-05-03,21,1333,109
1503960366,2016-05-03,22,2549,163
1503960366,2016-05-03,23,484,77
1503960366,2016-05-04,0,400,79
1503960366,2016-05-04,1,18,53
1503960366,2016-05-04,2,0,47
1503960366,2016-05-04,3,0,47
1503960366,2016-05-04,4,0,47
1503960366,2016-05-04,5,0,47
1503960366,2016-05-04,6,0,47
1503960366,2016-05-04,7,0,47
1503960366,2016-05-04,8,68,53
1503960366,2016-05-04,9,1470,125
1503960366,2016-05-04,10,598,87
1503960366,2016-05-04,11,194,65
1503960366,2016-05-04,12,366,75
1503960366,2016-05-04,13,318,76
1503960366,2016-05-04,14,2284,152
1503960366,2016-05-04,15,138,65
1503960366,2016-05-04,16,144,64
1503960366,2016-05-04,17,341,71
1503960366,2016-05-04,18,2041,145
1503960366,2016-05-04,19,205,78
1503960366,2016-05-04,20,1316,124
1503960366,2016-05-04,21,1106,110
1503960366,2016-05-04,22,93,63
1503960366,2016-05-04,23,0,52
1503960366,2016-05-05,0,70,56
1503960366,2016-05-05,1,113,58
1503960366,2016-05-05,2,19,52
1503960366,2016-05-05,3,0,47
1503960366,2016-05-05,4,44,53
1503960366,2016-05-05,5,0,47
1503960366,2016-05-05,6,8,49
1503960366,2016-05-05,7,23,51
1503960366,2016-05-05,8,107,61
1503960366,2016-05-05,9,1615,131
1503960366,2016-05-05,10,360,78
1503960366,2016-05-05,11,28,59
1503960366,2016-05-05,12,318,75
1503960366,2016-05-05,13,1231,110
1503960366,2016-05-05,14,375,75
1503960366,2016-05-05,15,187,72
1503960366,2016-05-05,16,989,102
1503960366,2016-05-05,17,2217,154
1503960366,2016-05-05,18,715,95
1503960366,2016-05-05,19,348,82
1503960366,2016-05-05,20,283,79
1503960366,2016-05-05,21,3897,219
1503960366,2016-05-05,22,900,95
1503960366,2016-05-05,23,200,60
1503960366,2016-05-06,0,186,68
1503960366,2016-05-06,1,4,51
1503960366,2016-05-06,2,88,57
1503960366,2016-05-06,3,0,47
1503960366,2016-05-06,4,19,48
1503960366,2016-05-06,5,0,47
1503960366,2016-05-06,6,0,48
1503960366,2016-05-06,7,23,51
1503960366,2016-05-06,8,146,63
1503960366,2016-05-06,9,1683,134
1503960366,2016-05-06,10,504,85
1503960366,2016-05-06,11,234,65
1503960366,2016-05-06,12,261,72
1503960366,2016-05-06,13,175,66
1503960366,2016-05-06,14,535,83
1503960366,2016-05-06,15,900,104
1503960366,2016-05-06,16,335,78
1503960366,2016-05-06,17,279,73
1503960366,2016-05-06,18,1532,127
1503960366,2016-05-06,19,2500,172
1503960366,2016-05-06,20,255,73
1503960366,2016-05-06,21,514,83
1503960366,2016-05-06,22,375,78
1503960366,2016-05-06,23,1611,124
1503960366,2016-05-07,0,168,65
1503960366,2016-05-07,1,0,48
1503960366,2016-05-07,2,19,50
1503960366,2016-05-07,3,0,47
1503960366,2016-05-07,4,0,48
1503960366,2016-05-07,5,0,47
1503960366,2016-05-07,6,0,47
1503960366,2016-05-07,7,0,47
1503960366,2016-05-07,8,132,61
1503960366,2016-05-07,9,115,59
1503960366,2016-05-07,10,1291,133
1503960366,2016-05-07,11,2352,164
1503960366,2016-05-07,12,129,62
1503960366,2016-05-07,13,77,55
1503960366,2016-05-07,14,125,64
1503960366,2016-05-07,15,318,65
1503960366,2016-05-07,16,259,68
1503960366,2016-05-07,17,173,64
1503960366,2016-05-07,18,253,71
1503960366,2016-05-07,19,652,91
1503960366,2016-05-07,20,102,59
1503960366,2016-05-07,21,2073,140
1503960366,2016-05-07,22,3696,209
1503960366,2016-05-07,23,58,55
1503960366,2016-05-08,0,147,62
1503960366,2016-05-08,1,0,48
1503960366,2016-05-08,2,0,47
1503960366,2016-05-08,3,0,47
1503960366,2016-05-08,4,6,48
1503960366,2016-05-08,5,0,47
1503960366,2016-05-08,6,7,48
1503960366,2016-05-08,7,0,47
1503960366,2016-05-08,8,0,47
1503960366,2016-05-08,9,0,47
1503960366,2016-05-08,10,0,47
1503960366,2016-05-08,11,0,47
1503960366,2016-05-08,12,511,85
1503960366,2016-05-08,13,227,65
1503960366,2016-05-08,14,660,98
1503960366,2016-05-08,15,341,68
1503960366,2016-05-08,16,100,58
1503960366,2016-05-08,17,240,69
1503960366,2016-05-08,18,4472,261
1503960366,2016-05-08,19,1069,107
1503960366,2016-05-08,20,793,88
1503960366,2016-05-08,21,663,101
1503960366,2016-05-08,22,553,92
1503960366,2016-05-08,23,271,66
1503960366,2016-05-09,0,135,60
1503960366,2016-05-09,1,0,47
1503960366,2016-05-09,2,0,47
1503960366,2016-05-09,3,0,47
1503960366,2016-05-09,4,0,47
1503960366,2016-05-09,5,14,49
1503960366,2016-05-09,6,408,81
1503960366,2016-05-09,7,214,63
1503960366,2016-05-09,8,109,58
1503960366,2016-05-09,9,160,58
1503960366,2016-05-09,10,322,69
1503960366,2016-05-09,11,477,74
1503960366,2016-05-09,12,507,79
1503960366,2016-05-09,13,7,52
1503960366,2016-05-09,14,0,51
1503960366,2016-05-09,15,22,53
1503960366,2016-05-09,16,2692,176
1503960366,2016-05-09,17,1260,125
1503960366,2016-05-09,18,624,90
1503960366,2016-05-09,19,1062,115
1503960366,2016-05-09,20,1325,117
1503960366,2016-05-09,21,2684,168
1503960366,2016-05-09,22,0,47
1503960366,2016-05-09,23,0,47
1503960366,2016-05-10,0,0,47
1503960366,2016-05-10,1,92,58
1503960366,2016-05-10,2,0,47
1503960366,2016-05-10,3,0,47
1503960366,2016-05-10,4,0,47
1503960366,2016-05-10,5,0,47
1503960366,2016-05-10,6,0,47
1503960366,2016-05-10,7,47,53
1503960366,2016-05-10,8,227,67
1503960366,2016-05-10,9,1461,118
1503960366,2016-05-10,10,258,76
1503960366,2016-05-10,11,988,102
1503960366,2016-05-10,12,74,63
1503960366,2016-05-10,13,234,73
1503960366,2016-05-10,14,159,66
1503960366,2016-05-10,15,1038,101
1503960366,2016-05-10,16,312,83
1503960366,2016-05-10,17,645,88
1503960366,2016-05-10,18,2494,160
1503960366,2016-05-10,19,1418,127
1503960366,2016-05-10,20,2480,164
1503960366,2016-05-10,21,251,77
1503960366,2016-05-10,22,0,50
1503960366,2016-05-10,23,29,53
1503960366,2016-05-11,0,266,72
1503960366,2016-05-11,1,45,54
1503960366,2016-05-11,2,73,54
1503960366,2016-05-11,3,10,49
1503960366,2016-05-11,4,0,47
1503960366,2016-05-11,5,0,47
1503960366,2016-05-11,6,0,47
1503960366,2016-05-11,7,47,53
1503960366,2016-05-11,8,312,78
1503960366,2016-05-11,9,1914,144
1503960366,2016-05-11,10,644,89
1503960366,2016-05-11,11,259,75
1503960366,2016-05-11,12,116,63
1503960366,2016-05-11,13,811,101
1503960366,2016-05-11,14,1560,130
1503960366,2016-05-11,15,348,72
1503960366,2016-05-11,16,289,70
1503960366,2016-05-11,17,245,67
1503960366,2016-05-11,18,3449,208
1503960366,2016-05-11,19,293,90
1503960366,2016-05-11,20,1209,114
1624580081,2016-04-12,0,31,55
1624580081,2016-04-12,1,0,51
1624580081,2016-04-12,2,0,50
1624580081,2016-04-12,3,7,51
1624580081,2016-04-12,4,0,50
1624580081,2016-04-12,5,0,50
1624580081,2016-04-12,6,0,50
1624580081,2016-04-12,7,0,50
1624580081,2016-04-12,8,0,51
1624580081,2016-04-12,9,1085,74
1624580081,2016-04-12,10,5375,141
1624580081,2016-04-12,11,129,56
1624580081,2016-04-12,12,81,57
1624580081,2016-04-12,13,67,54
1624580081,2016-04-12,14,43,55
1624580081,2016-04-12,15,0,52
1624580081,2016-04-12,16,79,54
1624580081,2016-04-12,17,235,63
1624580081,2016-04-12,18,257,62
1624580081,2016-04-12,19,501,77
1624580081,2016-04-12,20,99,60
1624580081,2016-04-12,21,0,50
1624580081,2016-04-12,22,0,50
1624580081,2016-04-12,23,174,70
1624580081,2016-04-13,0,75,58
1624580081,2016-04-13,1,0,51
1624580081,2016-04-13,2,0,50
1624580081,2016-04-13,3,0,50
1624580081,2016-04-13,4,0,50
1624580081,2016-04-13,5,0,50
1624580081,2016-04-13,6,0,50
1624580081,2016-04-13,7,0,50
1624580081,2016-04-13,8,0,51
1624580081,2016-04-13,9,1663,90
1624580081,2016-04-13,10,3685,112
1624580081,2016-04-13,11,608,68
1624580081,2016-04-13,12,80,59
1624580081,2016-04-13,13,0,50
1624580081,2016-04-13,14,36,55
1624580081,2016-04-13,15,0,50
1624580081,2016-04-13,16,126,59
1624580081,2016-04-13,17,39,56
1624580081,2016-04-13,18,491,79
1624580081,2016-04-13,19,7,52
1624580081,2016-04-13,20,14,54
1624580081,2016-04-13,21,183,66
1624580081,2016-04-13,22,0,50
1624580081,2016-04-13,23,0,52
1624580081,2016-04-14,0,0,51
1624580081,2016-04-14,1,0,50
1624580081,2016-04-14,2,0,51
